run_accession	sample_accession	experiment_accession	study_accession	fastq_ftp
ERR2017537	SAMEA104142149	ERX2077119	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/007/ERR2017537/ERR2017537_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/007/ERR2017537/ERR2017537_2.fastq.gz
ERR2017538	SAMEA104142148	ERX2077120	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/008/ERR2017538/ERR2017538_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/008/ERR2017538/ERR2017538_2.fastq.gz
ERR2017545	SAMEA104142141	ERX2077127	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/005/ERR2017545/ERR2017545_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/005/ERR2017545/ERR2017545_2.fastq.gz
ERR2017546	SAMEA104142140	ERX2077128	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/006/ERR2017546/ERR2017546_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/006/ERR2017546/ERR2017546_2.fastq.gz
ERR2017549	SAMEA104142137	ERX2077131	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/009/ERR2017549/ERR2017549_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/009/ERR2017549/ERR2017549_2.fastq.gz
ERR2017553	SAMEA104142133	ERX2077135	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/003/ERR2017553/ERR2017553_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/003/ERR2017553/ERR2017553_2.fastq.gz
ERR2017561	SAMEA104142125	ERX2077143	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/001/ERR2017561/ERR2017561_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/001/ERR2017561/ERR2017561_2.fastq.gz
ERR2017563	SAMEA104142123	ERX2077145	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/003/ERR2017563/ERR2017563_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/003/ERR2017563/ERR2017563_2.fastq.gz
ERR2017565	SAMEA104142122	ERX2077147	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/005/ERR2017565/ERR2017565_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/005/ERR2017565/ERR2017565_2.fastq.gz
ERR2017571	SAMEA104142117	ERX2077153	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/001/ERR2017571/ERR2017571_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/001/ERR2017571/ERR2017571_2.fastq.gz
ERR2017572	SAMEA104142116	ERX2077154	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/002/ERR2017572/ERR2017572_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/002/ERR2017572/ERR2017572_2.fastq.gz
ERR2017573	SAMEA104142115	ERX2077155	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/003/ERR2017573/ERR2017573_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/003/ERR2017573/ERR2017573_2.fastq.gz
ERR2017574	SAMEA104142114	ERX2077156	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/004/ERR2017574/ERR2017574_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/004/ERR2017574/ERR2017574_2.fastq.gz
ERR2017578	SAMEA104142074	ERX2077160	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/008/ERR2017578/ERR2017578_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/008/ERR2017578/ERR2017578_2.fastq.gz
ERR2017587	SAMEA104142106	ERX2077169	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/007/ERR2017587/ERR2017587_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/007/ERR2017587/ERR2017587_2.fastq.gz
ERR2017588	SAMEA104142100	ERX2077170	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/008/ERR2017588/ERR2017588_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/008/ERR2017588/ERR2017588_2.fastq.gz
ERR2017590	SAMEA104142104	ERX2077172	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/000/ERR2017590/ERR2017590_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/000/ERR2017590/ERR2017590_2.fastq.gz
ERR2017591	SAMEA104142103	ERX2077173	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/001/ERR2017591/ERR2017591_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/001/ERR2017591/ERR2017591_2.fastq.gz
ERR2017592	SAMEA104142099	ERX2077174	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/002/ERR2017592/ERR2017592_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/002/ERR2017592/ERR2017592_2.fastq.gz
ERR2017596	SAMEA104142088	ERX2077178	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/006/ERR2017596/ERR2017596_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/006/ERR2017596/ERR2017596_2.fastq.gz
ERR2017602	SAMEA104142284	ERX2077184	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/002/ERR2017602/ERR2017602_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/002/ERR2017602/ERR2017602_2.fastq.gz
ERR2017603	SAMEA104142294	ERX2077185	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/003/ERR2017603/ERR2017603_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/003/ERR2017603/ERR2017603_2.fastq.gz
ERR2017605	SAMEA104142296	ERX2077187	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/005/ERR2017605/ERR2017605_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/005/ERR2017605/ERR2017605_2.fastq.gz
ERR2017606	SAMEA104142297	ERX2077188	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/006/ERR2017606/ERR2017606_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/006/ERR2017606/ERR2017606_2.fastq.gz
ERR2017611	SAMEA104142301	ERX2077193	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/001/ERR2017611/ERR2017611_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/001/ERR2017611/ERR2017611_2.fastq.gz
ERR2017615	SAMEA104142307	ERX2077197	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/005/ERR2017615/ERR2017615_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/005/ERR2017615/ERR2017615_2.fastq.gz
ERR2017616	SAMEA104142292	ERX2077198	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/006/ERR2017616/ERR2017616_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/006/ERR2017616/ERR2017616_2.fastq.gz
ERR2017617	SAMEA104142283	ERX2077199	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/007/ERR2017617/ERR2017617_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/007/ERR2017617/ERR2017617_2.fastq.gz
ERR2017620	SAMEA104142278	ERX2077202	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/000/ERR2017620/ERR2017620_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/000/ERR2017620/ERR2017620_2.fastq.gz
ERR2017625	SAMEA104142273	ERX2077207	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/005/ERR2017625/ERR2017625_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/005/ERR2017625/ERR2017625_2.fastq.gz
ERR2017626	SAMEA104142272	ERX2077208	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/006/ERR2017626/ERR2017626_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/006/ERR2017626/ERR2017626_2.fastq.gz
ERR2017627	SAMEA104142271	ERX2077209	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/007/ERR2017627/ERR2017627_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/007/ERR2017627/ERR2017627_2.fastq.gz
ERR2017631	SAMEA104142267	ERX2077213	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/001/ERR2017631/ERR2017631_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/001/ERR2017631/ERR2017631_2.fastq.gz
ERR2017635	SAMEA104142263	ERX2077217	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/005/ERR2017635/ERR2017635_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/005/ERR2017635/ERR2017635_2.fastq.gz
ERR2017637	SAMEA104142261	ERX2077219	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/007/ERR2017637/ERR2017637_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/007/ERR2017637/ERR2017637_2.fastq.gz
ERR2017638	SAMEA104142260	ERX2077220	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/008/ERR2017638/ERR2017638_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/008/ERR2017638/ERR2017638_2.fastq.gz
ERR2017640	SAMEA104142258	ERX2077222	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/000/ERR2017640/ERR2017640_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/000/ERR2017640/ERR2017640_2.fastq.gz
ERR2017641	SAMEA104142257	ERX2077223	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/001/ERR2017641/ERR2017641_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/001/ERR2017641/ERR2017641_2.fastq.gz
ERR2017643	SAMEA104142255	ERX2077225	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/003/ERR2017643/ERR2017643_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/003/ERR2017643/ERR2017643_2.fastq.gz
ERR2017651	SAMEA104142315	ERX2077233	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/001/ERR2017651/ERR2017651_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/001/ERR2017651/ERR2017651_2.fastq.gz
ERR2017654	SAMEA104142319	ERX2077236	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/004/ERR2017654/ERR2017654_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/004/ERR2017654/ERR2017654_2.fastq.gz
ERR2017657	SAMEA104142286	ERX2077239	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/007/ERR2017657/ERR2017657_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/007/ERR2017657/ERR2017657_2.fastq.gz
ERR2017659	SAMEA104142305	ERX2077241	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/009/ERR2017659/ERR2017659_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/009/ERR2017659/ERR2017659_2.fastq.gz
ERR2017663	SAMEA104142245	ERX2077245	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/003/ERR2017663/ERR2017663_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/003/ERR2017663/ERR2017663_2.fastq.gz
ERR2017665	SAMEA104142244	ERX2077247	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/005/ERR2017665/ERR2017665_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/005/ERR2017665/ERR2017665_2.fastq.gz
ERR2017668	SAMEA104142309	ERX2077250	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/008/ERR2017668/ERR2017668_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/008/ERR2017668/ERR2017668_2.fastq.gz
ERR2017670	SAMEA104142240	ERX2077252	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/000/ERR2017670/ERR2017670_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/000/ERR2017670/ERR2017670_2.fastq.gz
ERR2017672	SAMEA104142321	ERX2077254	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/002/ERR2017672/ERR2017672_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/002/ERR2017672/ERR2017672_2.fastq.gz
ERR2017674	SAMEA104142238	ERX2077256	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/004/ERR2017674/ERR2017674_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/004/ERR2017674/ERR2017674_2.fastq.gz
ERR2017677	SAMEA104142317	ERX2077259	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/007/ERR2017677/ERR2017677_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/007/ERR2017677/ERR2017677_2.fastq.gz
ERR2017678	SAMEA104142209	ERX2077260	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/008/ERR2017678/ERR2017678_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/008/ERR2017678/ERR2017678_2.fastq.gz
ERR2017689	SAMEA104142086	ERX2077271	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/009/ERR2017689/ERR2017689_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/009/ERR2017689/ERR2017689_2.fastq.gz
ERR2017692	SAMEA104142196	ERX2077274	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/002/ERR2017692/ERR2017692_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/002/ERR2017692/ERR2017692_2.fastq.gz
ERR2017696	SAMEA104142192	ERX2077278	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/006/ERR2017696/ERR2017696_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/006/ERR2017696/ERR2017696_2.fastq.gz
ERR2017697	SAMEA104142191	ERX2077279	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/007/ERR2017697/ERR2017697_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/007/ERR2017697/ERR2017697_2.fastq.gz
ERR2017699	SAMEA104142189	ERX2077281	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/009/ERR2017699/ERR2017699_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/009/ERR2017699/ERR2017699_2.fastq.gz
ERR2017712	SAMEA104142176	ERX2077294	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/002/ERR2017712/ERR2017712_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/002/ERR2017712/ERR2017712_2.fastq.gz
ERR2017714	SAMEA104142174	ERX2077296	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/004/ERR2017714/ERR2017714_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/004/ERR2017714/ERR2017714_2.fastq.gz
ERR2017718	SAMEA104142171	ERX2077300	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/008/ERR2017718/ERR2017718_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/008/ERR2017718/ERR2017718_2.fastq.gz
ERR2017723	SAMEA104142166	ERX2077305	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/003/ERR2017723/ERR2017723_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/003/ERR2017723/ERR2017723_2.fastq.gz
ERR2017724	SAMEA104142165	ERX2077306	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/004/ERR2017724/ERR2017724_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/004/ERR2017724/ERR2017724_2.fastq.gz
ERR2017726	SAMEA104142163	ERX2077308	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/006/ERR2017726/ERR2017726_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/006/ERR2017726/ERR2017726_2.fastq.gz
ERR2017730	SAMEA104142159	ERX2077312	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/000/ERR2017730/ERR2017730_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/000/ERR2017730/ERR2017730_2.fastq.gz
ERR2017731	SAMEA104142158	ERX2077313	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/001/ERR2017731/ERR2017731_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/001/ERR2017731/ERR2017731_2.fastq.gz
ERR2017733	SAMEA104142156	ERX2077315	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/003/ERR2017733/ERR2017733_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/003/ERR2017733/ERR2017733_2.fastq.gz
ERR2017735	SAMEA104142154	ERX2077317	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/005/ERR2017735/ERR2017735_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/005/ERR2017735/ERR2017735_2.fastq.gz
ERR2017737	SAMEA104142084	ERX2077319	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/007/ERR2017737/ERR2017737_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/007/ERR2017737/ERR2017737_2.fastq.gz
ERR2017741	SAMEA104142080	ERX2077323	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/001/ERR2017741/ERR2017741_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/001/ERR2017741/ERR2017741_2.fastq.gz
ERR2017743	SAMEA104142313	ERX2077325	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/003/ERR2017743/ERR2017743_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/003/ERR2017743/ERR2017743_2.fastq.gz
ERR2017751	SAMEA104142411	ERX2077333	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/001/ERR2017751/ERR2017751_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/001/ERR2017751/ERR2017751_2.fastq.gz
ERR2017753	SAMEA104142410	ERX2077335	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/003/ERR2017753/ERR2017753_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/003/ERR2017753/ERR2017753_2.fastq.gz
ERR2017755	SAMEA104142413	ERX2077337	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/005/ERR2017755/ERR2017755_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/005/ERR2017755/ERR2017755_2.fastq.gz
ERR2017759	SAMEA104142418	ERX2077341	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/009/ERR2017759/ERR2017759_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/009/ERR2017759/ERR2017759_2.fastq.gz
ERR2017761	SAMEA104142420	ERX2077343	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/001/ERR2017761/ERR2017761_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/001/ERR2017761/ERR2017761_2.fastq.gz
ERR2017763	SAMEA104142422	ERX2077345	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/003/ERR2017763/ERR2017763_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/003/ERR2017763/ERR2017763_2.fastq.gz
ERR2017764	SAMEA104142423	ERX2077346	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/004/ERR2017764/ERR2017764_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/004/ERR2017764/ERR2017764_2.fastq.gz
ERR2017768	SAMEA104142425	ERX2077350	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/008/ERR2017768/ERR2017768_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/008/ERR2017768/ERR2017768_2.fastq.gz
ERR2017772	SAMEA104142473	ERX2077354	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/002/ERR2017772/ERR2017772_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/002/ERR2017772/ERR2017772_2.fastq.gz
ERR2017775	SAMEA104142431	ERX2077357	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/005/ERR2017775/ERR2017775_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/005/ERR2017775/ERR2017775_2.fastq.gz
ERR2017779	SAMEA104142435	ERX2077361	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/009/ERR2017779/ERR2017779_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/009/ERR2017779/ERR2017779_2.fastq.gz
ERR2017780	SAMEA104142436	ERX2077362	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/000/ERR2017780/ERR2017780_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/000/ERR2017780/ERR2017780_2.fastq.gz
ERR2017786	SAMEA104142442	ERX2077368	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/006/ERR2017786/ERR2017786_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/006/ERR2017786/ERR2017786_2.fastq.gz
ERR2017789	SAMEA104142445	ERX2077371	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/009/ERR2017789/ERR2017789_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/009/ERR2017789/ERR2017789_2.fastq.gz
ERR2017793	SAMEA104142456	ERX2077375	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/003/ERR2017793/ERR2017793_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/003/ERR2017793/ERR2017793_2.fastq.gz
ERR2017794	SAMEA104142457	ERX2077376	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/004/ERR2017794/ERR2017794_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/004/ERR2017794/ERR2017794_2.fastq.gz
ERR2017798	SAMEA104142459	ERX2077380	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/008/ERR2017798/ERR2017798_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/008/ERR2017798/ERR2017798_2.fastq.gz
ERR2017802	SAMEA104142464	ERX2077384	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/002/ERR2017802/ERR2017802_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/002/ERR2017802/ERR2017802_2.fastq.gz
ERR2017804	SAMEA104142466	ERX2077386	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/004/ERR2017804/ERR2017804_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/004/ERR2017804/ERR2017804_2.fastq.gz
ERR2017806	SAMEA104142468	ERX2077388	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/006/ERR2017806/ERR2017806_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/006/ERR2017806/ERR2017806_2.fastq.gz
ERR2017807	SAMEA104142469	ERX2077389	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/007/ERR2017807/ERR2017807_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/007/ERR2017807/ERR2017807_2.fastq.gz
ERR2017809	SAMEA104142471	ERX2077391	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/009/ERR2017809/ERR2017809_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/009/ERR2017809/ERR2017809_2.fastq.gz
ERR2017810	SAMEA104142312	ERX2077392	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/000/ERR2017810/ERR2017810_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/000/ERR2017810/ERR2017810_2.fastq.gz
ERR2017815	SAMEA104142324	ERX2077397	PRJEB21528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/005/ERR2017815/ERR2017815_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR201/005/ERR2017815/ERR2017815_2.fastq.gz
