run_accession	sample_accession	experiment_accession	study_accession	fastq_ftp
ERR321353	SAMEA1969417	ERX294486	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321353/ERR321353_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321353/ERR321353_2.fastq.gz
ERR321356	SAMEA2158408	ERX294489	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321356/ERR321356_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321356/ERR321356_2.fastq.gz
ERR321360	SAMEA2147022	ERX294493	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321360/ERR321360_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321360/ERR321360_2.fastq.gz
ERR321361	SAMEA2147022	ERX294494	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321361/ERR321361_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321361/ERR321361_2.fastq.gz
ERR321362	SAMEA2147022	ERX294495	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321362/ERR321362_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321362/ERR321362_2.fastq.gz
ERR321364	SAMEA2147022	ERX294497	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321364/ERR321364_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321364/ERR321364_2.fastq.gz
ERR321370	SAMEA2146908	ERX294503	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321370/ERR321370_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321370/ERR321370_2.fastq.gz
ERR321372	SAMEA2147384	ERX294505	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321372/ERR321372_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321372/ERR321372_2.fastq.gz
ERR321375	SAMEA2147384	ERX294508	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321375/ERR321375_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321375/ERR321375_2.fastq.gz
ERR321377	SAMEA2163248	ERX294510	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321377/ERR321377_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321377/ERR321377_2.fastq.gz
ERR321379	SAMEA2163248	ERX294512	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321379/ERR321379_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321379/ERR321379_2.fastq.gz
ERR321382	SAMEA2154992	ERX294515	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321382/ERR321382_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321382/ERR321382_2.fastq.gz
ERR321383	SAMEA2154992	ERX294516	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321383/ERR321383_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321383/ERR321383_2.fastq.gz
ERR321384	SAMEA2154992	ERX294517	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321384/ERR321384_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321384/ERR321384_2.fastq.gz
ERR321390	SAMEA2142846	ERX294523	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321390/ERR321390_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321390/ERR321390_2.fastq.gz
ERR321396	SAMEA2156362	ERX294529	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321396/ERR321396_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321396/ERR321396_2.fastq.gz
ERR321404	SAMEA2158454	ERX294537	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321404/ERR321404_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321404/ERR321404_2.fastq.gz
ERR321416	SAMEA2147070	ERX294549	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321416/ERR321416_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321416/ERR321416_2.fastq.gz
ERR321418	SAMEA2152065	ERX294551	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321418/ERR321418_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321418/ERR321418_2.fastq.gz
ERR321420	SAMEA2152065	ERX294553	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321420/ERR321420_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321420/ERR321420_2.fastq.gz
ERR321421	SAMEA2162259	ERX294554	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321421/ERR321421_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321421/ERR321421_2.fastq.gz
ERR321422	SAMEA2162259	ERX294555	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321422/ERR321422_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321422/ERR321422_2.fastq.gz
ERR321423	SAMEA2162259	ERX294556	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321423/ERR321423_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321423/ERR321423_2.fastq.gz
ERR321425	SAMEA2163351	ERX294558	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321425/ERR321425_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321425/ERR321425_2.fastq.gz
ERR321426	SAMEA2163351	ERX294559	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321426/ERR321426_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321426/ERR321426_2.fastq.gz
ERR321428	SAMEA2163351	ERX294561	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321428/ERR321428_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321428/ERR321428_2.fastq.gz
ERR321429	SAMEA2160437	ERX294562	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321429/ERR321429_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321429/ERR321429_2.fastq.gz
ERR321069	SAMEA2149557	ERX294202	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321069/ERR321069_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321069/ERR321069_2.fastq.gz
ERR321436	SAMEA2144578	ERX294569	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321436/ERR321436_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321436/ERR321436_2.fastq.gz
ERR321080	SAMEA2148472	ERX294213	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321080/ERR321080_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321080/ERR321080_2.fastq.gz
ERR321442	SAMEA2142848	ERX294575	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321442/ERR321442_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321442/ERR321442_2.fastq.gz
ERR321451	SAMEA2158521	ERX294584	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321451/ERR321451_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321451/ERR321451_2.fastq.gz
ERR321452	SAMEA2158521	ERX294585	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321452/ERR321452_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321452/ERR321452_2.fastq.gz
ERR321459	SAMEA2162200	ERX294592	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321459/ERR321459_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321459/ERR321459_2.fastq.gz
ERR321461	SAMEA2162200	ERX294594	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321461/ERR321461_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321461/ERR321461_2.fastq.gz
ERR321466	SAMEA2156675	ERX294599	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321466/ERR321466_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321466/ERR321466_2.fastq.gz
ERR321083	SAMEA1970582	ERX294216	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321083/ERR321083_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321083/ERR321083_2.fastq.gz
ERR321084	SAMEA2144299	ERX294217	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321084/ERR321084_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321084/ERR321084_2.fastq.gz
ERR321469	SAMEA2157747	ERX294602	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321469/ERR321469_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321469/ERR321469_2.fastq.gz
ERR321091	SAMEA2159553	ERX294224	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321091/ERR321091_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321091/ERR321091_2.fastq.gz
ERR321477	SAMEA2161222	ERX294610	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321477/ERR321477_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321477/ERR321477_2.fastq.gz
ERR321108	SAMEA2149603	ERX294241	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321108/ERR321108_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321108/ERR321108_2.fastq.gz
ERR321111	SAMEA2161087	ERX294244	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321111/ERR321111_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321111/ERR321111_2.fastq.gz
ERR321123	SAMEA2162297	ERX294256	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321123/ERR321123_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321123/ERR321123_2.fastq.gz
ERR321126	SAMEA2148374	ERX294259	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321126/ERR321126_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321126/ERR321126_2.fastq.gz
ERR321480	SAMEA1969178	ERX294613	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321480/ERR321480_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321480/ERR321480_2.fastq.gz
ERR321128	SAMEA2161309	ERX294261	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321128/ERR321128_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321128/ERR321128_2.fastq.gz
ERR321484	SAMEA1967891	ERX294617	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321484/ERR321484_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321484/ERR321484_2.fastq.gz
ERR321129	SAMEA2150994	ERX294262	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321129/ERR321129_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321129/ERR321129_2.fastq.gz
ERR321489	SAMEA2148549	ERX294622	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321489/ERR321489_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321489/ERR321489_2.fastq.gz
ERR321490	SAMEA2143980	ERX294623	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321490/ERR321490_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321490/ERR321490_2.fastq.gz
ERR321131	SAMEA2155745	ERX294264	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321131/ERR321131_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321131/ERR321131_2.fastq.gz
ERR321492	SAMEA2157793	ERX294625	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321492/ERR321492_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321492/ERR321492_2.fastq.gz
ERR321137	SAMEA2163271	ERX294270	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321137/ERR321137_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321137/ERR321137_2.fastq.gz
ERR321494	SAMEA2162182	ERX294627	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321494/ERR321494_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321494/ERR321494_2.fastq.gz
ERR321138	SAMEA2163271	ERX294271	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321138/ERR321138_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321138/ERR321138_2.fastq.gz
ERR321497	SAMEA2148105	ERX294630	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321497/ERR321497_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321497/ERR321497_2.fastq.gz
ERR321139	SAMEA2146321	ERX294272	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321139/ERR321139_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321139/ERR321139_2.fastq.gz
ERR321500	SAMEA2155373	ERX294633	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321500/ERR321500_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321500/ERR321500_2.fastq.gz
ERR321141	SAMEA2154082	ERX294274	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321141/ERR321141_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321141/ERR321141_2.fastq.gz
ERR321504	SAMEA2154893	ERX294637	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321504/ERR321504_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321504/ERR321504_2.fastq.gz
ERR321511	SAMEA2145758	ERX294644	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321511/ERR321511_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321511/ERR321511_2.fastq.gz
ERR321147	SAMEA2143295	ERX294280	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321147/ERR321147_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321147/ERR321147_2.fastq.gz
ERR321151	SAMEA2156186	ERX294284	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321151/ERR321151_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321151/ERR321151_2.fastq.gz
ERR321153	SAMEA2152602	ERX294286	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321153/ERR321153_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321153/ERR321153_2.fastq.gz
ERR321154	SAMEA2152602	ERX294287	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321154/ERR321154_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321154/ERR321154_2.fastq.gz
ERR321516	SAMEA2158269	ERX294649	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321516/ERR321516_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321516/ERR321516_2.fastq.gz
ERR321518	SAMEA2158269	ERX294651	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321518/ERR321518_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321518/ERR321518_2.fastq.gz
ERR321156	SAMEA2149030	ERX294289	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321156/ERR321156_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321156/ERR321156_2.fastq.gz
ERR321521	SAMEA2157273	ERX294654	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321521/ERR321521_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321521/ERR321521_2.fastq.gz
ERR321163	SAMEA1972002	ERX294296	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321163/ERR321163_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321163/ERR321163_2.fastq.gz
ERR321526	SAMEA2151606	ERX294659	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321526/ERR321526_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321526/ERR321526_2.fastq.gz
ERR321172	SAMEA2157043	ERX294305	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321172/ERR321172_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321172/ERR321172_2.fastq.gz
ERR321175	SAMEA2143176	ERX294308	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321175/ERR321175_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321175/ERR321175_2.fastq.gz
ERR321179	SAMEA2155953	ERX294312	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321179/ERR321179_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321179/ERR321179_2.fastq.gz
ERR321180	SAMEA2155953	ERX294313	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321180/ERR321180_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321180/ERR321180_2.fastq.gz
ERR321181	SAMEA2146778	ERX294314	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321181/ERR321181_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321181/ERR321181_2.fastq.gz
ERR321185	SAMEA2150283	ERX294318	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321185/ERR321185_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321185/ERR321185_2.fastq.gz
ERR321187	SAMEA2150839	ERX294320	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321187/ERR321187_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321187/ERR321187_2.fastq.gz
ERR321189	SAMEA2152254	ERX294322	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321189/ERR321189_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321189/ERR321189_2.fastq.gz
ERR321190	SAMEA2152254	ERX294323	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321190/ERR321190_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321190/ERR321190_2.fastq.gz
ERR321191	SAMEA2155215	ERX294324	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321191/ERR321191_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321191/ERR321191_2.fastq.gz
ERR321196	SAMEA2148063	ERX294329	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321196/ERR321196_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321196/ERR321196_2.fastq.gz
ERR321197	SAMEA2150866	ERX294330	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321197/ERR321197_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321197/ERR321197_2.fastq.gz
ERR321203	SAMEA2150814	ERX294336	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321203/ERR321203_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321203/ERR321203_2.fastq.gz
ERR321205	SAMEA2154930	ERX294338	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321205/ERR321205_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321205/ERR321205_2.fastq.gz
ERR321527	SAMEA2151606	ERX294660	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321527/ERR321527_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321527/ERR321527_2.fastq.gz
ERR321528	SAMEA2151606	ERX294661	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321528/ERR321528_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321528/ERR321528_2.fastq.gz
ERR321533	SAMEA2142793	ERX294666	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321533/ERR321533_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321533/ERR321533_2.fastq.gz
ERR321534	SAMEA2157028	ERX294667	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321534/ERR321534_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321534/ERR321534_2.fastq.gz
ERR321207	SAMEA2162460	ERX294340	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321207/ERR321207_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321207/ERR321207_2.fastq.gz
ERR321209	SAMEA2153740	ERX294342	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321209/ERR321209_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321209/ERR321209_2.fastq.gz
ERR321538	SAMEA2151034	ERX294671	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321538/ERR321538_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321538/ERR321538_2.fastq.gz
ERR321210	SAMEA2153740	ERX294343	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321210/ERR321210_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321210/ERR321210_2.fastq.gz
ERR321544	SAMEA2159202	ERX294677	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321544/ERR321544_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321544/ERR321544_2.fastq.gz
ERR321212	SAMEA2143745	ERX294345	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321212/ERR321212_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321212/ERR321212_2.fastq.gz
ERR321546	SAMEA2143633	ERX294679	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321546/ERR321546_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321546/ERR321546_2.fastq.gz
ERR321549	SAMEA2157917	ERX294682	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321549/ERR321549_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321549/ERR321549_2.fastq.gz
ERR321214	SAMEA2160621	ERX294347	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321214/ERR321214_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321214/ERR321214_2.fastq.gz
ERR321217	SAMEA2151258	ERX294350	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321217/ERR321217_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321217/ERR321217_2.fastq.gz
ERR321218	SAMEA2148905	ERX294351	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321218/ERR321218_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321218/ERR321218_2.fastq.gz
ERR321551	SAMEA2144980	ERX294684	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321551/ERR321551_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321551/ERR321551_2.fastq.gz
ERR321221	SAMEA2144640	ERX294354	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321221/ERR321221_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321221/ERR321221_2.fastq.gz
ERR321556	SAMEA2146107	ERX294689	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321556/ERR321556_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321556/ERR321556_2.fastq.gz
ERR321222	SAMEA2161216	ERX294355	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321222/ERR321222_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321222/ERR321222_2.fastq.gz
ERR321559	SAMEA2159529	ERX294692	PRJEB4336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321559/ERR321559_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321559/ERR321559_2.fastq.gz
